photolink,placetitle,placelocation,opentime,maplink
https://iili.io/HK6sycN.jpg,A2 (คณะครุศาสตร์),โรงอาหารครุศาสตร์,"Mon - Fri: 07:00 - 15:00 Sat - Sun: Closed",https://goo.gl/maps/PnDf8CQTkBKvCbsF9
https://iili.io/HK6LRob.jpg,A3 (คณะครุศาสตร์),โรงอาหารครุศาสตร์,"Mon - Fri: 07:00 - 15:00 Sat - Sun: Closed",https://goo.gl/maps/PnDf8CQTkBKvCbsF9
https://iili.io/HK6sQta.jpg,A4 (คณะครุศาสตร์),โรงอาหารครุศาสตร์,"Mon - Fri: 07:00 - 15:00 Sat - Sun: Closed",https://goo.gl/maps/PnDf8CQTkBKvCbsF9
https://iili.io/HK6LuDu.jpg,A5 (คณะครุศาสตร์),โรงอาหารครุศาสตร์,"Mon - Fri: 07:00 - 15:00 Sat - Sun: Closed",https://goo.gl/maps/PnDf8CQTkBKvCbsF9
https://iili.io/HK6s68P.jpg,B2 (คณะครุศาสตร์),โรงอาหารครุศาสตร์,"Mon - Fri: 07:00 - 15:00 Sat - Sun: Closed",https://goo.gl/maps/PnDf8CQTkBKvCbsF9
https://iili.io/HK6si91.jpg,B3 (คณะครุศาสตร์),โรงอาหารครุศาสตร์,"Mon - Fri: 07:00 - 15:00 Sat - Sun: Closed",https://goo.gl/maps/PnDf8CQTkBKvCbsF9
https://iili.io/HK6LqP4.jpg,C4 (คณะครุศาสตร์),โรงอาหารครุศาสตร์,"Mon - Fri: 07:00 - 15:00 Sat - Sun: Closed",https://goo.gl/maps/PnDf8CQTkBKvCbsF9
