photolink,placetitle,placelocation,opentime,maplink
https://iili.io/HK6p3dv.jpg,ร้าน 2 (คณะอักษรศาสตร์),"Cafeteria (Faculty of Arts, CU)",06:00-20:00,https://goo.gl/maps/5AMcNs4eWuG9iNZi6
https://iili.io/HK6pKep.jpg,ร้าน 4 (ป้าเบลอ),"Cafeteria (Faculty of Arts, CU)",06:00-20:00,https://goo.gl/maps/5AMcNs4eWuG9iNZi6
https://iili.io/HK6pfmN.jpg,ร้าน 6 (คณะอักษรศาสตร์),"Cafeteria (Faculty of Arts, CU)",06:00-20:00,https://goo.gl/maps/5AMcNs4eWuG9iNZi6
https://iili.io/HK6pBII.jpg,ข้าวมันไก่ร้าน 7 (คณะอักษรศาสตร์),"Cafeteria (Faculty of Arts, CU)",06:00-20:00,https://goo.gl/maps/5AMcNs4eWuG9iNZi6
